"band","bigram"
"AC/DC","dog eat"
"AC/DC","eat dog"
"AC/DC","dog eat"
"AC/DC","eat cat"
"AC/DC","french eat"
"AC/DC","eat frog"
"AC/DC","hey hey"
"AC/DC","hey hey"
"AC/DC","dog eat"
"AC/DC","eat dog"
"AC/DC","dog dog"
"AC/DC","dog eat"
"AC/DC","eat dog"
"AC/DC","dog dog"
"AC/DC","dog eat"
"AC/DC","eat dog"
"AC/DC","dog read"
"AC/DC","lose up's"
"AC/DC","limbo's inbetween"
"AC/DC","anybody's game"
"AC/DC","eye tooth"
"AC/DC","free hear"
"AC/DC","friends hey"
"AC/DC","idle child"
"AC/DC","neon sign"
"AC/DC","deep blue"
"AC/DC","blue sea"
"AC/DC","danger sign"
"AC/DC","borderline borderline"
"AC/DC","idle child"
"AC/DC","gonna meet"
"AC/DC","shoe string"
"AC/DC","fifty cent"
"AC/DC","cent millionaire"
"AC/DC","charity rock"
"AC/DC","roller welfare"
"AC/DC","welfare sitting"
"AC/DC","cadillac listening"
"AC/DC","radio suzy"
"AC/DC","suzy baby"
"AC/DC","wet dream"
"AC/DC","payment blues"
"AC/DC","steady job"
"AC/DC","social security"
"AC/DC","security hiding"
"AC/DC","cry sheriff"
"AC/DC","sheriff knocking"
"AC/DC","time flies"
"AC/DC","flies sitting"
"AC/DC","sailing boat"
"AC/DC","boat sipping"
"AC/DC","champaign suzy"
"AC/DC","suzy baby"
"AC/DC","paper cup"
"AC/DC","cup floating"
"AC/DC","storm drain"
"AC/DC","sailing boat"
"AC/DC","black shadow"
"AC/DC","shadow hangin"
"AC/DC","shoulder black"
"AC/DC","black mark"
"AC/DC","green eyes"
"AC/DC","bad poison"
"AC/DC","poison runnin"
"AC/DC","evil walks"
"AC/DC","evil sleeps"
"AC/DC","evil talks"
"AC/DC","talks arouse"
"AC/DC","evil walks"
"AC/DC","black widow"
"AC/DC","widow weavin"
"AC/DC","weavin evil"
"AC/DC","evil notions"
"AC/DC","notions dark"
"AC/DC","dark secrets"
"AC/DC","secrets bein"
"AC/DC","bein spun"
"AC/DC","cry wolf"
"AC/DC","black widow"
"AC/DC","em tied"
"AC/DC","dark dark"
"AC/DC","dark secrets"
"AC/DC","green green"
"AC/DC","green eyes"
"AC/DC","black widow"
"AC/DC","evil walks"
"AC/DC","bad wild"
"AC/DC","wild beast"
"AC/DC","ya mine"
"AC/DC","mine taste"
"AC/DC","taste ya"
"AC/DC","ya kiss"
"AC/DC","kiss sweet"
"AC/DC","sweet lips"
"AC/DC","lips divine"
"AC/DC","moves drips"
"AC/DC","blue body"
"AC/DC","body curves"
"AC/DC","curves legs"
"AC/DC","legs that'll"
"AC/DC","that'll break"
"AC/DC","drown fire"
"AC/DC","round yeah"
"AC/DC","fun fire"
"AC/DC","guns 4x"
"AC/DC","lady bites"
"AC/DC","bites hard"
"AC/DC","hard style"
"AC/DC","style drips"
"AC/DC","sex eyes"
"AC/DC","blue body"
"AC/DC","body curves"
"AC/DC","legs that'll"
"AC/DC","that'll shake"
"AC/DC","guns 6"
"AC/DC","screamin feelin"
"AC/DC","lovin healin"
"AC/DC","stuff cos"
"AC/DC","hot touch"
"AC/DC","touch wanna"
"AC/DC","disguise bad"
"AC/DC","bad dog"
"AC/DC","day repeat"
"AC/DC","hot shot"
"AC/DC","shot bad"
"AC/DC","bad dog"
"AC/DC","mine suicidal"
"AC/DC","suicidal voltage"
"AC/DC","voltage line"
"AC/DC","sends signals"
"AC/DC","signals outta"
"AC/DC","outta distress"
"AC/DC","rockin machine"
"AC/DC","gonna blow"
"AC/DC","eye electrify"
"AC/DC","power force"
"AC/DC","lightnin machine"
"AC/DC","pain blow"
"AC/DC","brain flick"
"AC/DC","switch flick"
"AC/DC","switch razed"
"AC/DC","gonna blow"
"AC/DC","brain blow"
"AC/DC","night rock"
"AC/DC","roll music"
"AC/DC","music itchin"
"AC/DC","fight makin"
"AC/DC","makin love"
"AC/DC","love drunk"
"AC/DC","stoned lookin"
"AC/DC","broken boned"
"AC/DC","zoo animal"
"AC/DC","bite rock"
"AC/DC","rock roll"
"AC/DC","roll devil"
"AC/DC","bitch makin"
"AC/DC","makin heat"
"AC/DC","heat beatin"
"AC/DC","chest lickin"
"AC/DC","wall repeat"
"AC/DC","roll tonight"
"AC/DC","guitar bite"
"AC/DC","bite yeah"
"AC/DC","yeah yeah"
"AC/DC","hail hail"
"AC/DC","front line"
"AC/DC","sky's alight"
"AC/DC","guitar bite"
"AC/DC","bite heads"
"AC/DC","rock tonight"
"AC/DC","oooh salute"
"AC/DC","salute oooh"
"AC/DC","oooh ooooh"
"AC/DC","ooooh yeah"
"AC/DC","guitar fire"
"AC/DC","fire ready"
"AC/DC","gun salute"
"AC/DC","rock fire"
"AC/DC","rock fire"
"AC/DC","x4 shoot"
"AC/DC","shoot shoot"
"AC/DC","fire kick"
"AC/DC","dust wipe"
"AC/DC","street await"
"AC/DC","lord hangin"
"AC/DC","hangin round"
"AC/DC","dirty bringing"
"AC/DC","furor bout"
"AC/DC","pantin bust"
"AC/DC","balls kicked"
"AC/DC","hands dirty"
"AC/DC","killin floor"
"AC/DC","furor baby"
"AC/DC","baby frame"
"AC/DC","mind cross"
"AC/DC","mine gonna"
"AC/DC","gonna build"
"AC/DC","knockin door"
"AC/DC","furor baby"
"AC/DC","furor baby"
"AC/DC","baby bring"
"AC/DC","furor baby"
"AC/DC","baby feel"
"AC/DC","furor baby"
"AC/DC","furor baby"
"AC/DC","baby feel"
"AC/DC","game called"
"AC/DC","start doctor"
"AC/DC","doctor doctor"
"AC/DC","chew gimme"
"AC/DC","sympathy sooner"
"AC/DC","distance lips"
"AC/DC","million girls"
"AC/DC","spotlight knocks"
"AC/DC","street wearing"
"AC/DC","wearing dresses"
"AC/DC","rhythm girl's"
"AC/DC","rhythm girl's"
"AC/DC","backseat rhythm"
"AC/DC","rhythm backseat"
"AC/DC","backseat rhythm"
"AC/DC","lethal brand"
"AC/DC","legless aching"
"AC/DC","freight train"
"AC/DC","world war"
"AC/DC","losin sleep"
"AC/DC","liquid love"
"AC/DC","rhythm girl's"
"AC/DC","rhythm girl's"
"AC/DC","backseat rhythm"
"AC/DC","rhythm backseat"
"AC/DC","backseat rhythm"
"AC/DC","rhythm girl's"
"AC/DC","rhythm girl's"
"AC/DC","backseat rhythm"
"AC/DC","rhythm backseat"
"AC/DC","backseat rhythm"
"AC/DC","rhythm rock"
"AC/DC","roll rhythm"
"AC/DC","rhythm rock"
"AC/DC","roll rhythm"
"AC/DC","gonna rip"
"AC/DC","rock yeah"
"AC/DC","gonna stick"
"AC/DC","gonna aim"
"AC/DC","fire bullet"
"AC/DC","rock yeah"
"AC/DC","gonna rip"
"AC/DC","rock yeah"
"AC/DC","gonna stick"
"AC/DC","gotta stick"
"AC/DC","wild man's"
"AC/DC","man's night"
"AC/DC","sitting pretty"
"AC/DC","bite givin"
"AC/DC","cream delight"
"AC/DC","gotta stick"
"AC/DC","stick em"
"AC/DC","ohh yea"
"AC/DC","90 degrees"
"AC/DC","degrees ohh"
"AC/DC","crazy till"
"AC/DC","playboy style"
"AC/DC","bone guitar"
"AC/DC","guitar solo"
"AC/DC","olny acts"
"AC/DC","luck giving"
"AC/DC","giving everthing"
"AC/DC","bone ruby"
"AC/DC","ruby ruby"
"AC/DC","drinkin whiskey"
"AC/DC","whiskey baby"
"AC/DC","lickin stick"
"AC/DC","heathen pray"
"AC/DC","mary mary"
"AC/DC","hum sting"
"AC/DC","bumble bee"
"AC/DC","bout half"
"AC/DC","half past"
"AC/DC","past ten"
"AC/DC","finger tips"
"AC/DC","ya love"
"AC/DC","lovely lips"
"AC/DC","baby rub"
"AC/DC","private eye"
"AC/DC","eye forget"
"AC/DC","beaver sings"
"AC/DC","zone ready"
"AC/DC","zone standing"
"AC/DC","zone ready"
"AC/DC","sugar sweet"
"AC/DC","treat giving"
"AC/DC","street baby"
"AC/DC","travel south"
"AC/DC","south south"
"AC/DC","hungry mouth"
"AC/DC","zone ready"
"AC/DC","zone standing"
"AC/DC","zone ready"
"AC/DC","red light"
"AC/DC","light district"
"AC/DC","zone ready"
"AC/DC","zone standing"
"AC/DC","zone ready"
"AC/DC","zone leave"
"AC/DC","zone standing"
"AC/DC","zone ready"
"AC/DC","zone feel"
"AC/DC","pressure rise"
"AC/DC","rise hear"
"AC/DC","whistle blow"
"AC/DC","blow bought"
"AC/DC","dunno packed"
"AC/DC","travellin bag"
"AC/DC","bye bye"
"AC/DC","cryin eyes"
"AC/DC","favourite tune"
"AC/DC","shootin wrap"
"AC/DC","favourite nag"
"AC/DC","bedroom door"
"AC/DC","door woman"
"AC/DC","woman shes"
"AC/DC","shes aint"
"AC/DC","shooting yeah"
"AC/DC","lose run"
"AC/DC","money disposable"
"AC/DC","disposable blues"
"AC/DC","blues sleazy"
"AC/DC","sleazy hotels"
"AC/DC","trouble forever"
"AC/DC","forever detained"
"AC/DC","detained goodbye"
"AC/DC","goodbye goodbye"
"AC/DC","goodbye goodbye"
"AC/DC","bad luck"
"AC/DC","flueze padlocks"
"AC/DC","chains broken"
"AC/DC","chains lay"
"AC/DC","monetary gains"
"AC/DC","taste eyes"
"AC/DC","game goodbye"
"AC/DC","goodbye goodbye"
"AC/DC","goodbye goodbye"
"AC/DC","bad luck"
"AC/DC","luck hey"
"AC/DC","special service"
"AC/DC","french qualities"
"AC/DC","balls yeah"
"AC/DC","yeah hey"
"AC/DC","school girl"
"AC/DC","balls 5x"
"AC/DC","balls hang"
"AC/DC","left hang"
"AC/DC","curlies gotcha"
"AC/DC","balls 3x"
"AC/DC","3x yeah"
"AC/DC","yeah yeah"
"AC/DC","balls 4x"
"AC/DC","real entertainer"
"AC/DC","mischief maker"
"AC/DC","fixed abode"
"AC/DC","abode quick"
"AC/DC","quick draw"
"AC/DC","sweet talker"
"AC/DC","talker lover"
"AC/DC","hire shoot"
"AC/DC","hire shoot"
"AC/DC","smooth operator"
"AC/DC","dictator gonna"
"AC/DC","gonna mark"
"AC/DC","hire shoot"
"AC/DC","hire shoot"
"AC/DC","desire quick"
"AC/DC","quick draw"
"AC/DC","shot hot"
"AC/DC","real entertainer"
"AC/DC","entertainer mischief"
"AC/DC","mischief maker"
"AC/DC","maker lover"
"AC/DC","hire shoot"
"AC/DC","hire shoot"
"AC/DC","desire shoot"
"AC/DC","desire shoot"
"AC/DC","hire shoot"
"AC/DC","monte cristo"
"AC/DC","siam begin"
"AC/DC","honey chewin"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","started heatin"
"AC/DC","richter scale"
"AC/DC","scale rockin"
"AC/DC","richter scale"
"AC/DC","scale swinging"
"AC/DC","senators rehearse"
"AC/DC","tale starring"
"AC/DC","coliseum tied"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","started heatin"
"AC/DC","richter scale"
"AC/DC","scale swingin"
"AC/DC","senators rehearse"
"AC/DC","tale watch"
"AC/DC","caesar watch"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail hail"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","hail caesar"
"AC/DC","caesar hail"
"AC/DC","hail hail"
"AC/DC","head boy"
"AC/DC","rollin rock"
"AC/DC","rock electric"
"AC/DC","electric shock"
"AC/DC","line em"
"AC/DC","round smokin"
"AC/DC","smokin rings"
"AC/DC","hot potatoes"
"AC/DC","bad behavior"
"AC/DC","standing proud"
"AC/DC","rock hard"
"AC/DC","rock harder"
"AC/DC","rock hard"
"AC/DC","rock harder"
"AC/DC","lightnin rod"
"AC/DC","rod strike"
"AC/DC","hot gonna"
"AC/DC","gonna hit"
"AC/DC","rushmore rock"
"AC/DC","gonna hit"
"AC/DC","rushmore rock"
"AC/DC","pipe dreams"
"AC/DC","hell elevator"
"AC/DC","yeah sooner"
"AC/DC","yea hard"
"AC/DC","rock harder"
"AC/DC","rock hard"
"AC/DC","rock yea"
"AC/DC","harder yeah"
"AC/DC","yeah yeeeeeeeeaahh"
"AC/DC","yeeeeeeeeaahh harder"
"AC/DC","rock hard"
"AC/DC","rock baby"
"AC/DC","rock hard"
"AC/DC","rock hard"
"AC/DC","rock yeah"
"AC/DC","rock yeah"
"AC/DC","yeah hard"
"AC/DC","rock hard"
"AC/DC","harder harder"
"AC/DC","harder harder"
"AC/DC","harder harder"
"AC/DC","rock whiskey"
"AC/DC","whiskey gin"
"AC/DC","pretty handy"
"AC/DC","straight line"
"AC/DC","sour mash"
"AC/DC","cheap wine"
"AC/DC","drink boys"
"AC/DC","dizzy drunk"
"AC/DC","tequila white"
"AC/DC","white lightnin"
"AC/DC","whiskey ice"
"AC/DC","oooh gonna"
"AC/DC","gonna roll"
"AC/DC","gonna hit"
"AC/DC","drink gonna"
"AC/DC","gonna drink"
"AC/DC","dry gonna"
"AC/DC","drink oooooooon"
"AC/DC","gettin ready"
"AC/DC","ready ow"
"AC/DC","ready oooh"
"AC/DC","gonna fire"
"AC/DC","engine clean"
"AC/DC","tires burning"
"AC/DC","heatseeker charging"
"AC/DC","life preserver"
"AC/DC","woman firing"
"AC/DC","serpent clean"
"AC/DC","gotta hear"
"AC/DC","lady scream"
"AC/DC","heatseeker burning"
"AC/DC","life preserver"
"AC/DC","aw yeah"
"AC/DC","yow ready"
"AC/DC","ready heatseeker"
"AC/DC","heatseeker heatseeker"
"AC/DC","heatseeker yeah"
"AC/DC","gonna measure"
"AC/DC","heatseeker gotta"
"AC/DC","engine clean"
"AC/DC","tires burning"
"AC/DC","life preserver"
"AC/DC","heatseeker heatseeker"
"AC/DC","street feel"
"AC/DC","heat hey"
"AC/DC","kinda hot"
"AC/DC","love smells"
"AC/DC","beer licks"
"AC/DC","ear brings"
"AC/DC","money drinks"
"AC/DC","booze stays"
"AC/DC","thinking hey"
"AC/DC","games tellin"
"AC/DC","heavenly hell"
"AC/DC","lights closes"
"AC/DC","heart tears"
"AC/DC","roll mama"
"AC/DC","mama don"
"AC/DC","don told"
"AC/DC","papa don"
"AC/DC","don scold"
"AC/DC","superstition black"
"AC/DC","black cat"
"AC/DC","cradle dancing"
"AC/DC","mama don"
"AC/DC","don told"
"AC/DC","daddy don"
"AC/DC","don scold"
"AC/DC","water blood"
"AC/DC","blood money"
"AC/DC","money lyin"
"AC/DC","teeth fightin"
"AC/DC","main street"
"AC/DC","street breathe"
"AC/DC","mama don"
"AC/DC","don told"
"AC/DC","poor boy"
"AC/DC","home hot"
"AC/DC","hot lovin"
"AC/DC","lovin trigger"
"AC/DC","trigger happy"
"AC/DC","happy feelin"
"AC/DC","feelin touchin"
"AC/DC","bad mama"
"AC/DC","mama don"
"AC/DC","don told"
"AC/DC","papa don"
"AC/DC","don scold"
"AC/DC","rolling thunder"
"AC/DC","pouring rain"
"AC/DC","lightning's flashing"
"AC/DC","gonna die"
"AC/DC","lives nobody's"
"AC/DC","nobody's putting"
"AC/DC","hell's bells"
"AC/DC","bells yeah"
"AC/DC","yeah hell's"
"AC/DC","hell's bells"
"AC/DC","ringing hell's"
"AC/DC","hell's bells"
"AC/DC","hell's bells"
"AC/DC","black sensations"
"AC/DC","white light"
"AC/DC","light flashing"
"AC/DC","lives nobody's"
"AC/DC","nobody's puttin"
"AC/DC","yeow hell's"
"AC/DC","hell's bells"
"AC/DC","bells satan's"
"AC/DC","satan's comin"
"AC/DC","hell's bells"
"AC/DC","hell's bells"
"AC/DC","hell's bells"
"AC/DC","sky hell's"
"AC/DC","hell's bells"
"AC/DC","hell's bells"
"AC/DC","hell's bells"
"AC/DC","bells gonna"
"AC/DC","gonna split"
"AC/DC","night hell's"
"AC/DC","hell's bells"
"AC/DC","fight yeah"
"AC/DC","yeah ow"
"AC/DC","ow ow"
"AC/DC","ow ow"
"AC/DC","ow ow"
"AC/DC","ow hell's"
"AC/DC","hell's bells"
"AC/DC","dig doin"
"AC/DC","night stands"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","roll rock"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","roll rock"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","roll mumble"
"AC/DC","mumble mumble"
"AC/DC","mumble spotlight"
"AC/DC","happy hour"
"AC/DC","voltage rock"
"AC/DC","voltage rock"
"AC/DC","roll wine"
"AC/DC","wine women"
"AC/DC","voltage wine"
"AC/DC","wine women"
"AC/DC","voltage rock"
"AC/DC","roll living"
"AC/DC","living easy"
"AC/DC","easy livin"
"AC/DC","livin free"
"AC/DC","free season"
"AC/DC","season ticket"
"AC/DC","party time"
"AC/DC","hell highway"
"AC/DC","hell highway"
"AC/DC","stop signs"
"AC/DC","signs speedin"
"AC/DC","speedin limit"
"AC/DC","limit nobody's"
"AC/DC","nobody's gonna"
"AC/DC","gonna slow"
"AC/DC","wheel gonna"
"AC/DC","gonna spin"
"AC/DC","nobody's gonna"
"AC/DC","gonna mess"
"AC/DC","round hey"
"AC/DC","hey satan"
"AC/DC","satan paid"
"AC/DC","dues playin"
"AC/DC","rockin band"
"AC/DC","band hey"
"AC/DC","hey mama"
"AC/DC","promise land"
"AC/DC","hell highway"
"AC/DC","hell highway"
"AC/DC","hell dont"
"AC/DC","dont stop"
"AC/DC","fat cadillac"
"AC/DC","cadillac built"
"AC/DC","honk that'll"
"AC/DC","that'll blow"
"AC/DC","hot dog"
"AC/DC","dog kickin"
"AC/DC","bald headed"
"AC/DC","fat momma"
"AC/DC","tune gotta"
"AC/DC","gotta slip"
"AC/DC","honky tonk"
"AC/DC","tonk woman"
"AC/DC","heart attack"
"AC/DC","honky tonk"
"AC/DC","ball hit"
"AC/DC","sugar boot"
"AC/DC","boot money"
"AC/DC","money baby"
"AC/DC","baby that'll"
"AC/DC","that'll kill"
"AC/DC","honky tonk"
"AC/DC","tonk 15"
"AC/DC","15 golden"
"AC/DC","golden mile"
"AC/DC","mile gotta"
"AC/DC","gotta bald"
"AC/DC","bald headed"
"AC/DC","headed woman"
"AC/DC","woman loaded"
"AC/DC","kill call"
"AC/DC","gotta map"
"AC/DC","wrong town"
"AC/DC","town hit"
"AC/DC","boppa movin"
"AC/DC","heart attack"
"AC/DC","heart attack"
"AC/DC","heart attack"
"AC/DC","humdinger bell"
"AC/DC","bell ringer"
"AC/DC","nasty stinger"
"AC/DC","mud slinger"
"AC/DC","slinger gold"
"AC/DC","gold digger"
"AC/DC","lightin blindin"
"AC/DC","jazz ball"
"AC/DC","ball stripper"
"AC/DC","growl spitin"
"AC/DC","tightenin frightenin"
"AC/DC","frightenin givin"
"AC/DC","jazz honey"
"AC/DC","dare woman"
"AC/DC","lies cross"
"AC/DC","cat inject"
"AC/DC","venom inject"
"AC/DC","venom inject"
"AC/DC","venom inject"
"AC/DC","highway goin"
"AC/DC","playin rock"
"AC/DC","roll gettin"
"AC/DC","gettin robbed"
"AC/DC","robbed gettin"
"AC/DC","gettin stoned"
"AC/DC","stoned gettin"
"AC/DC","gettin beat"
"AC/DC","broken boned"
"AC/DC","boned gettin"
"AC/DC","wanna rock"
"AC/DC","wanna rock"
"AC/DC","easy doin"
"AC/DC","night stands"
"AC/DC","rock roll"
"AC/DC","roll band"
"AC/DC","wanna rock"
"AC/DC","roll hotel"
"AC/DC","hotel motel"
"AC/DC","wanna cry"
"AC/DC","cry lady"
"AC/DC","hard sell"
"AC/DC","gettin grey"
"AC/DC","grey gettin"
"AC/DC","gettin ripped"
"AC/DC","paid gettin"
"AC/DC","gettin sold"
"AC/DC","wanna rock"
"AC/DC","wanna rock"
"AC/DC","wanna rock"
"AC/DC","judge's gavel"
"AC/DC","gavel fell"
"AC/DC","fell jury"
"AC/DC","jury found"
"AC/DC","chain gang"
"AC/DC","headin home"
"AC/DC","home gonna"
"AC/DC","free jailbreak"
"AC/DC","jailbreak sixteen"
"AC/DC","jailbreak yeah"
"AC/DC","hand bullets"
"AC/DC","bullets started"
"AC/DC","started flying"
"AC/DC","people started"
"AC/DC","free jailbreak"
"AC/DC","jailbreak jailbreak"
"AC/DC","racin freedom"
"AC/DC","chasin spotlights"
"AC/DC","spotlights sirens"
"AC/DC","sirens rifles"
"AC/DC","rifles firing"
"AC/DC","faced woman"
"AC/DC","faced lies"
"AC/DC","faced livin"
"AC/DC","satisfied ya"
"AC/DC","runnin round"
"AC/DC","round town"
"AC/DC","mother's son"
"AC/DC","son hey"
"AC/DC","times told"
"AC/DC","times told"
"AC/DC","ma's advice"
"AC/DC","advice kicked"
"AC/DC","win kicked"
"AC/DC","teeth kicked"
"AC/DC","faced woman"
"AC/DC","cryin shame"
"AC/DC","shame double"
"AC/DC","gonna win"
"AC/DC","win til"
"AC/DC","run kicked"
"AC/DC","teeth kicked"
"AC/DC","teeth kicked"
"AC/DC","thrill sugar"
"AC/DC","sugar cane"
"AC/DC","cane sugar"
"AC/DC","sugar cane"
"AC/DC","cane dressin"
"AC/DC","overwhelmed volcano"
"AC/DC","blow set"
"AC/DC","nasty reputation"
"AC/DC","healthy apetite"
"AC/DC","fuse alight"
"AC/DC","fuse alight"
"AC/DC","alight feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","world alight"
"AC/DC","alight set"
"AC/DC","set world"
"AC/DC","world alight"
"AC/DC","alight feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite dynamite"
"AC/DC","dynamite gonna"
"AC/DC","gonna blow"
"AC/DC","blow dynamite"
"AC/DC","wanna warn"
"AC/DC","volcano dynamite"
"AC/DC","recreational vow"
"AC/DC","vow dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","dynamite feel"
"AC/DC","kissin dynamite"
"AC/DC","bad boys"
"AC/DC","satan rock"
"AC/DC","ten dollars"
"AC/DC","ha ha"
"AC/DC","bullet affair"
"AC/DC","living nightmare"
"AC/DC","shot shaker"
"AC/DC","landslide landslide"
"AC/DC","landslide walking"
"AC/DC","walking talking"
"AC/DC","talking rocking"
"AC/DC","rocking landslide"
"AC/DC","share daddy"
"AC/DC","daddy expecting"
"AC/DC","rocking double"
"AC/DC","double dare"
"AC/DC","landslide landslide"
"AC/DC","landslide landslide"
"AC/DC","landslide landslide"
"AC/DC","landslide preacher"
"AC/DC","promised land"
"AC/DC","land momma"
"AC/DC","love gonna"
"AC/DC","river follow"
"AC/DC","landslide walking"
"AC/DC","walking talking"
"AC/DC","talking rocking"
"AC/DC","rocking landslide"
"AC/DC","landslide landslide"
"AC/DC","landslide landslide"
"AC/DC","landslide landslide"
"AC/DC","landslide landslide"
"AC/DC","landslide landslide"
"AC/DC","walk talk"
"AC/DC","talk rocking"
"AC/DC","rocking landslide"
"AC/DC","free flight"
"AC/DC","flight driving"
"AC/DC","reputations blown"
"AC/DC","artillery woah"
"AC/DC","worry cuz"
"AC/DC","feaver burning"
"AC/DC","burning faster"
"AC/DC","crazy feelings"
"AC/DC","raising steam"
"AC/DC","worry cuz"
"AC/DC","tonight yeah"
"AC/DC","nineteen fifty"
"AC/DC","rockin band"
"AC/DC","super star"
"AC/DC","fifteen million"
"AC/DC","million fingers"
"AC/DC","fingers learning"
"AC/DC","fingers picking"
"AC/DC","light sound"
"AC/DC","sound drums"
"AC/DC","drums guitar"
"AC/DC","club called"
"AC/DC","shaking hand"
"AC/DC","decibel rocking"
"AC/DC","rocking band"
"AC/DC","lose lips"
"AC/DC","lips sink"
"AC/DC","sink ships"
"AC/DC","pleasure trip"
"AC/DC","knobby knees"
"AC/DC","lose wires"
"AC/DC","screw em"
"AC/DC","plug em"
"AC/DC","time bomb"
"AC/DC","bomb blowing"
"AC/DC","fuse box"
"AC/DC","yeah yeah"
"AC/DC","ya ya"
"AC/DC","ya ya"
"AC/DC","ya ya"
"AC/DC","ya ooooh"
"AC/DC","ha ha"
"AC/DC","ha hey"
"AC/DC","hey sugar"
"AC/DC","sugar baby"
"AC/DC","past midnight"
"AC/DC","cruising real"
"AC/DC","real slowly"
"AC/DC","jumpin till"
"AC/DC","music run"
"AC/DC","run dry"
"AC/DC","nah nah"
"AC/DC","nah nah"
"AC/DC","nah nah"
"AC/DC","nah nah"
"AC/DC","nah nah"
"AC/DC","nah nah"
"AC/DC","front row"
"AC/DC","row movin"
"AC/DC","groovin killed"
"AC/DC","wet patch"
"AC/DC","coca cola"
"AC/DC","cola ooo"
"AC/DC","ooo baby"
"AC/DC","ooo baby"
"AC/DC","looked sweet"
"AC/DC","sweet cruisin"
"AC/DC","motorcycle seat"
"AC/DC","seat oozin"
"AC/DC","oozin could've"
"AC/DC","could've bin"
"AC/DC","nightmar could've"
"AC/DC","could've bin"
"AC/DC","home baby"
"AC/DC","bedroom wall"
"AC/DC","gary glitter"
"AC/DC","stage playing"
"AC/DC","playing rock"
"AC/DC","rock roll"
"AC/DC","guitar picker"
"AC/DC","hit ooo"
"AC/DC","ooo baby"
"AC/DC","satisfaction guaranteed"
"AC/DC","rollin dice"
"AC/DC","dice send"
"AC/DC","live wire"
"AC/DC","wire gonna"
"AC/DC","gonna set"
"AC/DC","future plans"
"AC/DC","live wire"
"AC/DC","wire holy"
"AC/DC","holy smoke"
"AC/DC","sweet desire"
"AC/DC","desire cooler"
"AC/DC","ice hotter"
"AC/DC","rollin dice"
"AC/DC","dice wilder"
"AC/DC","drunken fight"
"AC/DC","gonna burn"
"AC/DC","burn tonight"
"AC/DC","legal tender"
"AC/DC","feel repeat"
"AC/DC","repeat repeat"
"AC/DC","front door"
"AC/DC","yeh honey"
"AC/DC","feel repeat"
"AC/DC","repeat repeat"
"AC/DC","repeat feel"
"AC/DC","love bomb"
"AC/DC","bomb love"
"AC/DC","love bomber"
"AC/DC","door crusin"
"AC/DC","fly blowin"
"AC/DC","love bomb"
"AC/DC","bomb love"
"AC/DC","love bomber"
"AC/DC","badder crusin"
"AC/DC","fly blowin"
"AC/DC","love bomb"
"AC/DC","bomb comin"
"AC/DC","love bomb"
"AC/DC","bomb love"
"AC/DC","love bomb"
"AC/DC","hard love"
"AC/DC","love bomb"
